Date,Product_Name,Category,Monthly_Sales,Unit_Price,Revenue,Rainfall_Index,Industrial_Index,Diesel_Price,Steel_Price,Govt_Subsidy_Flag,Festival_Flag,Estimated_Unit_Cost,Total_Cost,Gross_Margin,Margin_Percentage
2022-04-01,Tractor Front Axle Bracket,Tractor,1837,1806.48,3318510.5,119.29,148.45,73.75,62.9,1,0,1270.6056578112305,2334102.5933992304,984407.9066007696,29.664149219981965
2022-05-01,Tractor Front Axle Bracket,Tractor,1804,1870.77,3374865.87,110.58,148.0,74.24,58.55,1,0,1305.2788670833397,2354723.0762183447,1020142.7937816554,30.227654463247017
2022-06-01,Tractor Front Axle Bracket,Tractor,1350,1859.57,2510419.68,96.45,150.62,76.9,56.31,0,0,1294.3842550649229,1747418.7443376458,763000.9356623543,30.39336178492491
2022-07-01,Tractor Front Axle Bracket,Tractor,1245,1838.91,2289442.53,84.71,150.31,76.05,52.18,0,0,1268.9095050454205,1579792.3337815485,709650.1962184513,30.996637256426407
2022-08-01,Tractor Front Axle Bracket,Tractor,1188,1838.97,2184695.38,79.83,151.69,73.33,51.99,0,0,1265.8882245139985,1503875.2107226301,680820.1692773697,31.163162402868714
2022-09-01,Tractor Front Axle Bracket,Tractor,1405,1834.2,2577044.26,72.56,158.45,75.73,51.04,0,0,1262.5239506346045,1773846.1506416192,803198.1093583805,31.16741616841228
2022-10-01,Tractor Front Axle Bracket,Tractor,1565,1853.5,2900733.28,75.51,155.34,75.56,54.9,1,1,1285.3341937815405,2011548.013268111,889185.2667318888,30.65380994738988
2022-11-01,Tractor Front Axle Bracket,Tractor,1744,1760.73,3070718.31,77.81,162.16,75.55,58.95,1,1,1230.6493061470983,2146252.389920539,924465.9200794608,30.105852336532323
2022-12-01,Tractor Front Axle Bracket,Tractor,1642,1768.57,2903989.59,94.29,162.81,76.97,60.51,0,0,1241.1653680908978,2037993.5344052543,865996.0555947456,29.820907711819505
2023-01-01,Tractor Front Axle Bracket,Tractor,1640,1783.89,2925577.95,105.85,164.14,75.57,63.58,0,0,1258.0402692128525,2063186.0415090781,862391.9084909221,29.477659567776072
2023-02-01,Tractor Front Axle Bracket,Tractor,1876,1910.88,3584805.97,126.12,160.95,76.96,64.78,0,0,1352.0768842602542,2536496.234872237,1048309.7351277634,29.243137394344476
2023-03-01,Tractor Front Axle Bracket,Tractor,1850,1908.64,3530987.63,126.03,166.0,76.21,64.33,0,0,1348.587745788865,2494887.3297094004,1036100.3002905995,29.343073634347437
2023-04-01,Tractor Front Axle Bracket,Tractor,2028,1914.04,3881670.82,126.94,169.12,79.08,65.41,1,0,1358.0464557263242,2754118.2122129854,1127552.6077870145,29.048125409743385
2023-05-01,Tractor Front Axle Bracket,Tractor,1900,2000.11,3800208.79,114.77,173.65,80.8,61.22,1,0,1409.5467625769677,2678138.8488962385,1122069.9411037616,29.526534017194393
2023-06-01,Tractor Front Axle Bracket,Tractor,1639,1986.43,3255755.31,96.98,172.83,78.21,58.49,0,0,1389.898700541774,2278043.9701879676,977711.3398120324,30.030246339735907
2023-07-01,Tractor Front Axle Bracket,Tractor,1560,1972.72,3077444.19,83.82,174.66,78.71,55.74,0,0,1373.4699273549866,2142613.086673779,934831.103326221,30.376866178886612
2023-08-01,Tractor Front Axle Bracket,Tractor,1369,1410.44,1930891.58,77.7,173.9,79.8,58.69,0,0,988.4233365624771,1353151.5477540311,577740.0322459689,29.920894483675198
2023-09-01,Tractor Front Axle Bracket,Tractor,1314,1394.08,1831824.3,68.49,176.68,79.5,55.42,0,0,970.5685261514229,1275327.0433629698,556497.2566370303,30.379401378015906
2023-10-01,Tractor Front Axle Bracket,Tractor,1821,1419.23,2584422.2,82.1,178.23,82.23,60.45,1,1,999.7512889963285,1820547.0972623143,763875.1027376859,29.556900677361686
2023-11-01,Tractor Front Axle Bracket,Tractor,1890,1461.96,2763110.03,82.84,182.21,80.71,58.19,1,1,1024.2269108689457,1935788.8615423073,827321.1684576925,29.941665712736476
2023-12-01,Tractor Front Axle Bracket,Tractor,1684,1477.93,2488841.51,98.41,180.77,81.8,61.39,0,0,1042.6537998079536,1755828.998876594,733012.5111234058,29.451956188379626
2024-01-01,Tractor Front Axle Bracket,Tractor,1840,1499.06,2758263.66,112.03,183.59,82.1,65.61,0,0,1066.3602437265065,1962102.848456772,796160.8115432281,28.86456516427541
2024-02-01,Tractor Front Axle Bracket,Tractor,2020,2012.18,4064606.55,123.47,190.73,82.31,69.84,0,0,1443.114643406263,2915091.5796806514,1149514.9703193484,28.281088370517644
2024-03-01,Tractor Front Axle Bracket,Tractor,2068,2018.73,4174727.39,127.03,184.56,83.4,71.15,0,0,1452.5326412471595,3003837.502099126,1170889.887900874,28.047098134014302
2024-04-01,Tractor Front Axle Bracket,Tractor,2226,1991.21,4432435.35,121.15,190.45,79.94,65.64,1,0,1414.3067079267312,3148246.7318449034,1284188.6181550962,28.972529021886274
2024-05-01,Tractor Front Axle Bracket,Tractor,2064,1520.12,3137537.3,120.5,192.56,82.75,68.02,1,0,1086.8139895301565,2243184.074390243,894353.225609757,28.5049432116634
2024-06-01,Tractor Front Axle Bracket,Tractor,1868,1517.85,2835339.15,97.97,193.4,84.01,67.57,0,0,1085.256166291936,2027258.5186333365,808080.6313666634,28.500316491826506
2024-07-01,Tractor Front Axle Bracket,Tractor,1823,1488.24,2713052.74,95.28,197.11,86.9,61.65,0,0,1054.3806527713812,1922135.930002228,790916.8099977723,29.152282900249567
2024-08-01,Tractor Front Axle Bracket,Tractor,1601,2023.83,3240156.68,72.12,196.35,83.72,60.97,0,0,1428.6372637882562,2287248.259324998,952908.420675002,29.409331547355976
2024-09-01,Tractor Front Axle Bracket,Tractor,1508,2013.46,3036302.47,67.1,201.4,81.83,58.89,0,0,1413.675509678683,2131822.668595454,904479.801404546,29.7888570174152
2024-10-01,Tractor Front Axle Bracket,Tractor,1959,2028.33,3973500.47,78.77,205.93,84.44,61.87,1,1,1435.0419981499865,2811247.274375824,1162253.1956241764,29.2501084220125
2024-11-01,Tractor Front Axle Bracket,Tractor,2106,1960.75,4129343.66,90.81,199.82,85.31,66.75,1,1,1401.0700198896277,2950653.461887556,1178690.198112444,28.544250495064
2024-12-01,Tractor Front Axle Bracket,Tractor,1873,1976.76,3702462.26,97.41,205.12,85.19,69.95,0,0,1420.953530963686,2661445.963494984,1041016.2965050158,28.11686449182107
2025-01-01,Tractor Front Axle Bracket,Tractor,2100,1984.22,4166871.79,110.58,205.15,85.12,71.44,0,0,1430.247800774402,3003520.381626244,1163351.4083737559,27.919059356845626
2025-02-01,Tractor Front Axle Bracket,Tractor,2233,1852.87,4137454.16,128.88,211.6,84.78,74.97,0,0,1344.100518149012,3001376.457026744,1136077.7029732564,27.458375586528703
2025-03-01,Tractor Front Axle Bracket,Tractor,2267,1869.79,4238815.72,126.63,211.07,86.57,78.36,0,0,1366.6910200665873,3098288.542490953,1140527.1775090466,26.906741242080855
2025-04-01,Tractor Front Axle Bracket,Tractor,2388,1851.14,4420515.62,137.44,211.92,86.54,74.63,1,0,1343.6798836509702,3208707.5621585166,1211808.0578414835,27.413273971000773
2025-05-01,Tractor Front Axle Bracket,Tractor,2239,2018.52,4519467.03,103.96,212.74,83.95,74.1,1,0,1461.020107448948,3271224.0205781944,1248243.0094218059,27.619252472382914
2025-06-01,Tractor Front Axle Bracket,Tractor,1971,2002.21,3946358.24,112.42,213.09,89.14,70.84,0,0,1445.7552209207288,2849583.5404347563,1096774.699565244,27.792071395050133
2025-07-01,Tractor Front Axle Bracket,Tractor,1797,1983.08,3563588.45,88.88,209.85,85.59,67.02,0,0,1418.0386491676295,2548215.45255423,1015372.9974457701,28.49299271485095
2025-08-01,Tractor Front Axle Bracket,Tractor,1805,1794.33,3238757.36,71.12,221.36,88.3,68.87,0,0,1290.0820952385939,2328598.1819056617,910159.1780943382,28.10211068402908
2025-09-01,Tractor Front Axle Bracket,Tractor,1673,1771.92,2964415.35,74.96,226.3,88.36,64.38,0,0,1263.250866828129,2113418.7002034597,850996.6497965404,28.707065283430687
2025-10-01,Tractor Front Axle Bracket,Tractor,2027,1790.11,3628545.85,65.0,217.65,89.2,68.02,1,1,1285.8215139829465,2606360.2088434324,1022185.6411565677,28.170669006609568
2025-11-01,Tractor Front Axle Bracket,Tractor,2331,1587.12,3699581.86,89.48,222.75,89.37,72.82,1,1,1150.4717349920375,2681749.6142664393,1017832.2457335605,27.512088777880443
2025-12-01,Tractor Front Axle Bracket,Tractor,2208,1584.93,3499528.06,95.84,219.37,88.17,72.39,0,0,1146.9767114280119,2532524.57883305,967003.48116695,27.63239684287458
2020-02-01,Tractor Linkage Balls,Tractor,310,1544.4,478763.18,128.7,98.15,63.2,54.48,0,0,1060.2240963356842,328669.4698640621,150093.7101359379,31.350303533353983
2020-03-01,Tractor Linkage Balls,Tractor,341,1524.31,519788.09,125.36,106.54,66.5,50.46,0,0,1040.7382919945246,354891.7575701329,164896.33242986712,31.72376120235212
2020-04-01,Tractor Linkage Balls,Tractor,132,1507.85,199035.93,123.66,102.2,66.06,47.17,1,0,1022.4385870731675,134961.8934936581,64074.03650634189,32.192195904700164
2020-05-01,Tractor Linkage Balls,Tractor,122,1325.92,161762.21,112.19,102.36,66.52,47.38,1,0,899.768842061778,109771.79873153691,51990.41126846308,32.14002285729348
2020-06-01,Tractor Linkage Balls,Tractor,301,1321.65,397817.7,101.11,104.9,66.61,46.53,0,0,895.4114772796662,269518.85466117953,128298.84533882048,32.25066288876047
2020-07-01,Tractor Linkage Balls,Tractor,373,1288.73,480697.34,84.48,107.42,69.62,39.95,0,0,863.6330270858855,322135.1191030353,158562.22089696472,32.985874416730645
2020-08-01,Tractor Linkage Balls,Tractor,244,1675.75,408883.1,77.92,107.5,68.8,42.95,0,0,1129.0882431573696,275497.53133039817,133385.5686696018,32.62193244709841
2020-09-01,Tractor Linkage Balls,Tractor,300,1697.78,509334.94,64.21,108.8,69.09,47.36,0,0,1154.325784268044,346297.7352804132,163037.20471958682,32.00982141919948
2020-10-01,Tractor Linkage Balls,Tractor,790,1660.19,1311547.17,75.11,117.05,66.29,39.84,1,1,1109.4548859811157,876469.3599250814,435077.81007491855,33.17286789425336
2020-11-01,Tractor Linkage Balls,Tractor,857,1130.69,969005.17,82.31,112.16,66.83,43.34,1,1,761.2812761140743,652418.0536297617,316587.11637023836,32.671354722517975
2020-12-01,Tractor Linkage Balls,Tractor,699,1149.93,803803.02,90.62,113.9,69.45,47.19,0,0,781.7904846154598,546471.5487462064,257331.47125379357,32.01424538735791
2021-01-01,Tractor Linkage Balls,Tractor,825,1167.04,962805.23,121.52,120.43,69.75,50.61,0,0,799.0091561259181,659182.5538038824,303622.67619611754,31.535212599137786
2021-02-01,Tractor Linkage Balls,Tractor,980,1930.25,1891641.01,133.33,118.23,70.63,58.45,0,0,1342.9106102961898,1316052.398090266,575588.6119097341,30.428004513907958
2021-03-01,Tractor Linkage Balls,Tractor,1102,1922.61,2118720.58,121.58,124.48,68.58,56.92,0,0,1331.571362288643,1467391.6412420846,651328.9387579155,30.741615714041703
2021-04-01,Tractor Linkage Balls,Tractor,1197,1925.2,2304464.15,125.8,129.89,65.97,57.44,1,0,1332.11955833044,1594547.1113215366,709917.0386784633,30.806165445379712
2021-05-01,Tractor Linkage Balls,Tractor,1125,1915.8,2155278.69,113.5,127.28,67.27,53.56,1,0,1316.8384232179624,1481443.2261202077,673835.4638797923,31.264423807753243
2021-06-01,Tractor Linkage Balls,Tractor,807,1911.08,1542242.28,92.91,129.37,70.8,52.62,0,0,1314.6538108609516,1060925.6253647879,481316.65463521215,31.2088872725764
2021-07-01,Tractor Linkage Balls,Tractor,571,1890.95,1079730.98,86.8,126.2,72.29,48.59,0,0,1291.9449706207306,737700.5782244372,342030.4017755628,31.677372244664387
2021-08-01,Tractor Linkage Balls,Tractor,532,1331.53,708372.42,71.95,128.2,70.78,48.51,0,0,908.5499077254494,483348.5509099391,225023.86909006094,31.766322733183333
2021-09-01,Tractor Linkage Balls,Tractor,510,1334.74,680716.04,65.69,133.43,71.1,49.15,0,0,912.1181328745729,465180.2477660322,215535.79223396786,31.663098791379714
2021-10-01,Tractor Linkage Balls,Tractor,926,1325.13,1227068.41,60.74,137.04,71.41,47.23,1,1,902.3181847963446,835546.6391214151,391521.7708785848,31.907085838725557
2021-11-01,Tractor Linkage Balls,Tractor,1129,1638.57,1849944.89,84.17,138.44,69.32,48.51,1,1,1116.815644009035,1260884.8620862004,589060.0279137995,31.842031138224858
2021-12-01,Tractor Linkage Balls,Tractor,811,1675.05,1358465.44,95.77,137.13,74.33,55.81,0,0,1162.5832726166793,942855.0340921269,415610.40590787306,30.594109623272647
2022-01-01,Tractor Linkage Balls,Tractor,1152,1685.38,1941558.02,114.58,145.11,70.91,57.88,0,0,1171.4933836230557,1349560.3779337602,591997.6420662398,30.490855074536473
2022-02-01,Tractor Linkage Balls,Tractor,1042,1493.67,1556401.38,135.81,137.38,72.26,60.13,0,0,1043.8324680298936,1087673.431687149,468727.9483128509,30.116135486390466
2022-03-01,Tractor Linkage Balls,Tractor,1332,1503.87,2003152.94,126.66,149.21,71.65,62.17,0,0,1054.6402708291246,1404780.8407443939,598372.0992556061,29.871513418022193
2022-04-01,Tractor Linkage Balls,Tractor,1237,1490.95,1844300.21,121.03,145.1,74.25,59.59,1,0,1042.377337499574,1289420.766486973,554879.4435130269,30.086177971699463
2022-05-01,Tractor Linkage Balls,Tractor,1370,1521.81,2084873.89,115.34,145.41,75.16,56.96,1,0,1059.2495768516624,1451171.9202867774,633701.9697132225,30.39521827928031
2022-06-01,Tractor Linkage Balls,Tractor,1078,1524.77,1643704.07,102.41,153.18,73.54,57.55,0,0,1061.2493642286047,1144026.8146384358,499677.2553615642,30.399465723873533
2022-07-01,Tractor Linkage Balls,Tractor,847,1505.13,1274845.4,86.98,150.32,74.37,53.63,0,0,1040.2365481682154,881080.3562984784,393765.04370152147,30.88727807320962
2022-08-01,Tractor Linkage Balls,Tractor,798,1367.83,1091524.72,74.33,155.5,75.28,52.17,0,0,943.2847474653291,752741.2284773326,338783.49152266735,31.03763802277124
2022-09-01,Tractor Linkage Balls,Tractor,754,1366.26,1030162.21,64.68,157.65,77.68,51.85,0,0,943.3075150648544,711253.8663589002,318908.34364109975,30.95709981839654
2022-10-01,Tractor Linkage Balls,Tractor,1124,1383.27,1554795.81,74.89,153.95,77.77,55.25,1,1,961.4851992155503,1080709.3639182786,474086.44608172146,30.491878292476326
2022-11-01,Tractor Linkage Balls,Tractor,1285,1317.7,1693244.21,80.23,157.15,74.85,56.74,1,1,916.5756031217334,1177799.6500114275,515444.5599885725,30.441241549473393
2022-12-01,Tractor Linkage Balls,Tractor,927,1357.61,1258505.35,95.2,164.51,77.85,64.72,0,0,961.1161356188587,890954.6577186821,367550.692281318,29.205334111715775
2023-01-01,Tractor Linkage Balls,Tractor,1181,1353.11,1598017.15,118.6,163.95,77.34,63.82,0,0,955.9239622596107,1128946.1994286003,469070.95057139965,29.35331141917968
2023-02-01,Tractor Linkage Balls,Tractor,1253,2049.7,2568275.42,116.3,162.26,79.65,66.94,0,0,1459.1514109545553,1828316.7179260578,739958.7020739422,28.811501146319507
2023-03-01,Tractor Linkage Balls,Tractor,1397,2041.77,2852346.22,132.52,163.39,78.67,65.35,0,0,1448.0739554632437,2022959.3157821514,829386.9042178488,29.07735738398015
2023-04-01,Tractor Linkage Balls,Tractor,1501,2026.83,3042275.27,128.35,168.18,77.03,62.37,1,0,1427.5779454764292,2142794.4961601202,899480.7738398798,29.56605481133467
2023-05-01,Tractor Linkage Balls,Tractor,1477,2090.73,3088010.88,119.28,170.84,76.78,63.95,1,0,1476.7881325196565,2181216.071731533,906794.808268467,29.365013385848787
2023-06-01,Tractor Linkage Balls,Tractor,1176,2065.73,2429297.75,94.26,176.17,77.72,58.95,0,0,1446.1474594632034,1700669.4123287273,728628.3376712727,29.99337309192637
2023-07-01,Tractor Linkage Balls,Tractor,1026,2044.98,2098150.63,82.75,175.06,78.26,54.8,0,0,1420.7000413494825,1457638.242424569,640512.3875754308,30.527473977186798
2023-08-01,Tractor Linkage Balls,Tractor,862,2066.97,1781730.47,66.26,174.07,78.6,56.99,0,0,1442.4709358585264,1243409.9467100499,538320.5232899501,30.213353386157788
2023-09-01,Tractor Linkage Balls,Tractor,830,2064.65,1713659.69,69.36,173.94,77.8,56.53,0,0,1438.7106478290798,1194129.8376981362,519529.8523018637,30.31697923068166
2023-10-01,Tractor Linkage Balls,Tractor,1235,2072.59,2559651.47,73.82,177.6,77.72,58.12,1,1,1448.620332387905,1789046.1104990626,770605.3595009376,30.105870605146784
2023-11-01,Tractor Linkage Balls,Tractor,1380,1834.6,2531753.25,85.4,178.32,80.25,63.12,1,1,1297.1041902503946,1790003.7825455444,741749.4674544556,29.297857816691085
2023-12-01,Tractor Linkage Balls,Tractor,1349,1829.48,2467973.91,96.35,183.45,81.17,62.1,0,0,1291.8285276397726,1742676.6837860532,725297.2262139469,29.388366841120572
2024-01-01,Tractor Linkage Balls,Tractor,1416,1846.38,2614477.1,118.17,178.52,81.73,65.48,0,0,1312.7485122886844,1858851.8934007771,755625.206599223,28.901580610487006
2024-02-01,Tractor Linkage Balls,Tractor,1380,1767.64,2439340.87,122.02,186.06,82.56,71.13,0,0,1271.0498108654317,1754048.7389942957,685292.1310057044,28.09333207317206
2024-03-01,Tractor Linkage Balls,Tractor,1564,1766.84,2763335.5,128.33,183.55,81.64,70.97,0,0,1269.2502188960948,1985107.3423534923,778228.1576465077,28.162637423016772
2024-04-01,Tractor Linkage Balls,Tractor,1706,1758.35,2999747.67,136.65,190.68,84.98,69.27,1,0,1262.1436048080614,2153216.989802553,846530.6801974471,28.220062929407895
2024-05-01,Tractor Linkage Balls,Tractor,1570,1691.19,2655173.72,112.04,189.76,82.45,67.84,1,0,1208.4460604807837,1897260.3149548303,757913.4050451699,28.544776537076068
2024-06-01,Tractor Linkage Balls,Tractor,1287,1670.76,2150263.13,95.37,193.42,78.34,63.75,0,0,1181.0389265131569,1519997.0984224328,630266.0315775671,29.311111872041778
2024-07-01,Tractor Linkage Balls,Tractor,1178,1663.6,1959720.28,78.76,200.3,81.4,62.32,0,0,1175.3914100223042,1384611.0810062743,575109.1989937257,29.34649423507143
2024-08-01,Tractor Linkage Balls,Tractor,1009,1998.12,2016104.66,81.23,192.89,85.64,61.42,0,0,1413.6921042987042,1426415.3332373926,589689.3267626073,29.248944187381987
2024-09-01,Tractor Linkage Balls,Tractor,1125,2002.08,2252338.18,72.31,200.03,85.64,62.22,0,0,1418.6628385403692,1595995.6933579154,656342.4866420848,29.140494641088253
2024-10-01,Tractor Linkage Balls,Tractor,1500,2006.69,3010034.71,68.85,201.41,85.32,63.14,1,1,1424.097107494717,2136145.6612420753,873889.0487579247,29.032523972387175
2024-11-01,Tractor Linkage Balls,Tractor,1493,1516.17,2263640.64,87.23,199.17,85.84,63.03,1,1,1076.1697801852886,1606721.481816636,656919.1581833642,29.02047023609561
2024-12-01,Tractor Linkage Balls,Tractor,1326,1537.35,2038532.34,97.57,205.02,86.63,67.27,0,0,1100.6592193104548,1459474.124805663,579058.2151943371,28.40564281625952
2025-01-01,Tractor Linkage Balls,Tractor,1560,1562.62,2437687.42,113.22,209.06,87.83,72.32,0,0,1130.4083116971883,1763436.9662476138,674250.4537523862,27.65943033633025
2025-02-01,Tractor Linkage Balls,Tractor,1515,1358.88,2058702.42,122.83,210.63,86.83,72.78,0,0,983.1646311619035,1489494.4162102838,569208.0037897162,27.648872331423025
2025-03-01,Tractor Linkage Balls,Tractor,1770,1369.82,2424587.04,123.9,211.44,86.05,74.96,0,0,994.5706577974752,1760390.064301531,664196.975698469,27.39423104804144
2025-04-01,Tractor Linkage Balls,Tractor,1919,1370.19,2629396.15,130.11,214.04,88.66,75.04,1,0,996.8391248515967,1912934.280590214,716461.8694097858,27.24815237178262
2025-05-01,Tractor Linkage Balls,Tractor,1829,1632.97,2986702.06,113.45,214.37,86.85,73.39,1,0,1182.8376144431513,2163409.996816524,823292.0631834762,27.56525581207374
2025-06-01,Tractor Linkage Balls,Tractor,1494,1621.49,2422510.76,105.62,221.63,86.89,71.1,0,0,1169.5272126907369,1747273.6557599609,675237.1042400389,27.873440869259085
2025-07-01,Tractor Linkage Balls,Tractor,1349,1606.56,2167243.67,93.38,219.67,88.49,68.11,0,0,1153.584327384054,1556185.2576410887,611058.4123589112,28.195187316381055
2025-08-01,Tractor Linkage Balls,Tractor,1245,1649.68,2053854.35,66.82,217.65,89.43,65.74,0,0,1180.0546580644493,1469168.0492902393,584686.3007097607,28.46775871471902
2025-09-01,Tractor Linkage Balls,Tractor,1324,1643.36,2175805.63,64.12,224.06,87.73,64.47,0,0,1171.2611919213316,1550749.8181038431,625055.8118961568,28.72755742874683
2025-10-01,Tractor Linkage Balls,Tractor,1547,1655.97,2561791.17,63.83,227.11,88.35,66.99,1,1,1186.431334529865,1835409.274517701,726381.8954822989,28.354453867615558
2025-11-01,Tractor Linkage Balls,Tractor,1720,1442.93,2481834.21,84.76,228.01,90.31,70.59,1,1,1042.2959609078316,1792749.0527614704,689085.1572385295,27.765156691853704
2025-12-01,Tractor Linkage Balls,Tractor,1430,1466.43,2096990.98,95.77,225.86,85.65,75.29,0,0,1065.0669203819234,1523045.6961461506,573945.2838538494,27.36994528483138
2020-02-01,Tractor Linkage Ends,Tractor,312,1698.74,530006.37,128.98,101.42,65.08,54.75,0,0,1168.4523090517996,364557.1204241615,165449.2495758385,31.216464356048874
2020-03-01,Tractor Linkage Ends,Tractor,292,1684.09,491755.73,125.51,106.38,65.9,51.82,0,0,1152.4082510022645,336503.2092926612,155252.52070733876,31.571064908046676
2020-04-01,Tractor Linkage Ends,Tractor,163,1667.89,271865.99,124.81,100.64,64.96,48.58,1,0,1133.1929737862274,184710.45472715507,87155.53527284492,32.05827079468268
2020-05-01,Tractor Linkage Ends,Tractor,128,1338.29,171300.86,111.22,102.77,64.06,47.66,1,0,906.9662150557868,116091.67552714072,55209.18447285927,32.22936795113537
2020-06-01,Tractor Linkage Ends,Tractor,267,1324.02,353512.23,99.75,110.05,65.53,44.8,0,0,893.1749723425395,238477.71761545804,115034.51238454194,32.54046186309932
2020-07-01,Tractor Linkage Ends,Tractor,208,1315.31,273584.11,78.4,114.49,68.52,43.06,0,0,886.2359491275988,184337.07741854055,89247.03258145944,32.62142402256456
2020-08-01,Tractor Linkage Ends,Tractor,208,1917.07,398751.59,80.79,110.46,68.96,39.01,0,0,1281.6151306659835,266575.94717852457,132175.64282147546,33.14736445852804
2020-09-01,Tractor Linkage Ends,Tractor,200,1934.12,386824.92,71.3,113.51,69.72,42.42,0,0,1302.7060035241832,260541.20070483664,126283.71929516335,32.64622126598342
2020-10-01,Tractor Linkage Ends,Tractor,782,1947.62,1523041.74,66.02,110.29,68.6,45.12,1,1,1317.7907329722725,1030512.3531843171,492529.38681568287,32.33853504341141
2020-11-01,Tractor Linkage Ends,Tractor,800,1415.47,1132379.19,80.86,115.29,68.51,49.69,1,1,966.4235898460487,773138.871876839,359240.318123161,31.724383607152035
2020-12-01,Tractor Linkage Ends,Tractor,592,1425.97,844173.02,107.76,116.31,72.31,51.79,0,0,980.4530164163014,580428.1857184503,263744.8342815497,31.242983136507924
2021-01-01,Tractor Linkage Ends,Tractor,786,1437.03,1129502.85,120.75,121.38,69.2,54.01,0,0,990.0640739682035,778190.362139008,351312.4878609921,31.103284764707944
2021-02-01,Tractor Linkage Ends,Tractor,848,1425.49,1208817.82,127.18,124.07,72.28,55.5,0,0,987.2626783672464,837198.7512554249,371619.06874457514,30.742355266120676
2021-03-01,Tractor Linkage Ends,Tractor,818,1415.2,1157632.77,137.51,123.62,71.99,53.44,0,0,975.975640327525,798348.0737879154,359284.6962120846,31.03615460126311
2021-04-01,Tractor Linkage Ends,Tractor,1109,1406.31,1559593.73,125.7,126.35,69.85,51.66,1,0,964.8968475601234,1070070.6039441768,489523.1260558232,31.387861892457288
2021-05-01,Tractor Linkage Ends,Tractor,982,1354.6,1330218.38,108.48,129.01,70.8,52.12,1,0,930.9276412558485,914170.9437132432,416047.43628675665,31.276626645826127
2021-06-01,Tractor Linkage Ends,Tractor,713,1351.76,963805.22,94.7,128.93,72.21,51.55,0,0,928.9191916145912,662319.3836212036,301485.8363787964,31.280784760513786
2021-07-01,Tractor Linkage Ends,Tractor,586,1324.98,776440.6,88.08,129.01,69.03,46.2,0,0,898.7353843569733,526658.9352331863,249781.66476681363,32.17009321341692
2021-08-01,Tractor Linkage Ends,Tractor,396,1915.83,758670.4,71.58,125.96,72.07,44.57,0,0,1298.2957800303002,514125.1288919989,244545.27110800112,32.2334008428431
2021-09-01,Tractor Linkage Ends,Tractor,403,1919.8,773677.93,72.57,137.81,72.93,45.36,0,0,1303.8947035866752,525469.56554543,248208.36445457,32.08161365732249
2021-10-01,Tractor Linkage Ends,Tractor,815,1955.76,1593944.93,76.92,134.36,70.16,52.55,1,1,1344.5563053305916,1095813.388844432,498131.54115556786,31.25149004712276
2021-11-01,Tractor Linkage Ends,Tractor,934,1892.12,1767240.68,81.87,131.22,73.63,48.42,1,1,1293.6213364471691,1208242.328241656,558998.3517583439,31.631138762511053
2021-12-01,Tractor Linkage Ends,Tractor,750,1921.94,1441452.5,104.84,136.09,70.21,54.39,0,0,1326.1442894945437,994608.2171209079,446844.28287909215,30.99958429980122
2022-01-01,Tractor Linkage Ends,Tractor,907,1938.07,1757826.67,116.3,137.53,70.71,57.61,0,0,1346.2267693708086,1221027.6798193234,536798.9901806766,30.537651939293685
2022-02-01,Tractor Linkage Ends,Tractor,989,1693.71,1675083.16,115.43,147.23,71.44,64.94,0,0,1193.9413122769433,1180807.957841897,494275.202158103,29.507502311592877
2022-03-01,Tractor Linkage Ends,Tractor,1035,1672.1,1730619.99,137.62,146.62,72.19,60.62,0,0,1169.5749755225131,1210510.099665801,520109.89033419895,30.05338510704473
2022-04-01,Tractor Linkage Ends,Tractor,1279,1658.0,2120575.72,119.07,149.58,76.96,57.8,1,0,1157.4751135215797,1480410.6701941004,640165.0498058998,30.18826650556481
2022-05-01,Tractor Linkage Ends,Tractor,1172,1224.36,1434950.03,111.75,147.14,73.56,57.07,1,0,851.378960686853,997816.1419249917,437133.8880750083,30.463352655911528
2022-06-01,Tractor Linkage Ends,Tractor,864,1219.91,1054004.05,95.85,150.92,76.16,56.18,0,0,848.4562975391317,733066.2410738098,320937.80892619025,30.44939048632595
2022-07-01,Tractor Linkage Ends,Tractor,804,1224.83,984764.23,89.08,153.9,75.58,57.17,0,0,853.1525121909533,685934.6198015264,298829.61019847356,30.345294954354056
2022-08-01,Tractor Linkage Ends,Tractor,741,1161.18,860432.78,73.59,151.27,76.46,52.24,0,0,801.5939162195752,593981.0919187053,266451.68808129476,30.967170739507942
2022-09-01,Tractor Linkage Ends,Tractor,795,1159.68,921943.55,62.38,158.19,74.14,51.94,0,0,798.6944507746693,634962.0883658621,286981.4616341379,31.12787780055925
2022-10-01,Tractor Linkage Ends,Tractor,1018,1157.0,1177825.54,65.96,157.15,75.59,51.4,1,1,796.8711113858473,811214.7913907925,366610.74860920757,31.1260654620554
2022-11-01,Tractor Linkage Ends,Tractor,968,2016.34,1951815.65,90.53,161.71,75.46,60.07,1,1,1412.27030700498,1367077.6571808206,584737.9928191793,29.95866914066292
2022-12-01,Tractor Linkage Ends,Tractor,894,2015.84,1802160.62,94.84,162.55,77.87,59.97,0,0,1414.1621718662773,1264260.9816484519,537899.6383515482,29.847485977778614
2023-01-01,Tractor Linkage Ends,Tractor,1116,2030.97,2266565.78,118.34,162.43,78.12,62.99,0,0,1433.3451916266733,1599613.2338553674,666952.5461446324,29.425686738490885
